Date,ACRES,ET VOLUME (acft),ETC VOLUME (acft),ETO VOLUME (acft),PPT VOLUME (acft),PRZ VOLUME (acft),NIWR VOLUME (acft),CU VOLUME (acft),AW VOLUME (acft),ET RATE (inches),ETC RATE (inches),ETO RATE (inches),PPT RATE (inches),PRZ RATE (inches),NIWR RATE (inches),CU RATE (inches),AW RATE (inches)
1984-11-01,4518.272909556,0.18378087810970803,142.8587221517889,370.79421027871973,1560.0213305825046,0.18378087810970803,-398.17430665332336,0.0,0.0,0.0004881003386608652,0.3794159184576408,0.984785694094313,4.143232677999004,0.0004881003386608652,-1.0575040010828856,0.0,0.0
1984-12-01,4518.272909556,0.20697941445978124,111.09559563603608,289.57180675337275,256.9260468828928,0.20697941445978124,1.7128898288695193,0.0,0.0,0.0005497129153629296,0.29505680031254206,0.7690685690302713,0.6823652807855036,0.0005497129153629296,0.004549233381401499,0.0,0.0
1985-01-01,4518.272909556,0.1664930670154029,49.71184029261218,283.87230527335106,75.11742248158343,0.1664930670154029,-1.7128898288695193,0.0,0.0,0.0004421859511760137,0.13202878521341177,0.7539313652514537,0.19950301538283585,0.0004421859511760137,-0.004549233381401499,0.0,0.0
1985-02-01,4518.272909556,145.78018383846685,137.0069420068437,539.052607177811,276.26208931079947,145.78018383846685,55.337793358988506,0.0,0.0,0.38717497616440083,0.3638742805032741,1.4316601532529802,0.733719529140918,0.38717497616440083,0.1469706530792796,0.0,0.0
1985-03-01,4518.272909556,408.4005386425711,147.74076275344686,890.1787079972045,167.59681826329387,407.1229767191355,-20.006456487273173,1.2775619234355564,1.5199315077568445,1.0846636672490073,0.39238204254810716,2.3642096681176707,0.4451173843231082,1.0812706134454615,-0.053134789033996155,0.003393053803545743,0.0040367588364365655
1985-04-01,4518.272909556,773.0374326691825,861.1785836683757,1548.865576301785,111.90449652295273,468.7031316127822,749.5418809969199,304.3343010564003,405.0680223250872,2.053096255520733,2.28718875793539,4.113604310246913,0.2972051456731045,1.244820242588243,1.9906948411504666,0.8082760129324897,1.0758128969192142
1985-05-01,4518.272909556,1221.6041191963895,1845.4048410916669,1932.9186263313259,251.95542076371015,290.7814051461257,1593.2582137156335,930.8227140502638,1234.673066464644,3.2444364746876713,4.901177626137711,5.133603919081381,0.6691638840075357,0.7722811197113814,4.231505919917173,2.4721553549762896,3.2791460573884788
1985-06-01,4518.272909556,1460.3181736865556,2934.513628529542,2500.20759833887,179.91561253928498,182.040611909822,2754.568228817384,1278.2775617767336,1696.563411950949,3.8784328514500226,7.793722125079629,6.640256527358529,0.47783464914331136,0.4834783968665869,7.31580836471802,3.3949544545834356,4.505872343468513
1985-07-01,4518.272909556,1773.4677522865866,3723.410141819249,3075.8966678545776,53.473746978612056,53.678527942580544,3669.7316139154937,1719.789224344006,2278.7565686395596,4.710121201937387,9.888938228439521,8.169218803979255,0.14201996572323064,0.14256383981335577,9.74637438872928,4.567557362124031,6.052108708582159
1985-08-01,4518.272909556,1437.3801608993217,1951.748473414436,2249.8346769886653,101.36715367179906,101.99884020446126,1849.7496328539748,1335.3813206948603,1768.292651317364,3.817512194606863,5.1836137722975115,5.975295575166356,0.2692192057476055,0.2708968906824651,4.912716880669553,3.5466153039243977,4.696376744071788
1985-09-01,4518.272909556,771.458409259849,1193.0633076946,1219.3133386463364,355.9896079765046,356.11300278759035,836.9205560218461,415.3454064722587,549.6161932969522,2.0489025555625195,3.168635445206446,3.2383524317024635,0.945466416312122,0.9457941383782009,2.2227622972975887,1.1031084171843184,1.4597157922033401
1985-10-01,4518.272909556,589.8095549627515,385.0996096561154,925.6091805842417,240.80918015005577,208.4013622938843,176.88183092232,381.4081926688672,504.57019849777026,1.5664646207146724,1.0227791477800527,2.458308824931602,0.6395607834332067,0.5534894411175267,0.4697772829477937,1.0129751795971456,1.3400789423692068
1985-11-01,4370.904212134,56.97521773573928,100.2419550776462,358.4404463726018,380.9873966870659,56.97521773573928,-155.73520907135435,0.0,0.0,0.15642132145812188,0.27520700581641494,0.9840722074234638,1.0459732216398043,0.15642132145812188,-0.42755970347468214,0.0,0.0
1985-12-01,4370.904212134,58.14105960112737,78.35795874646026,312.49899818617916,483.2494314443636,58.14105960112737,-87.11658754092309,0.0,0.0,0.15962205560960918,0.21512608360237756,0.8579432987398503,1.3267262094726002,0.15962205560960918,-0.2391722627068699,0.0,0.0
1986-01-01,4370.904212134,87.03610591507113,153.41175883174955,398.2670609090806,756.5036816395622,87.03610591507113,-87.29429147882095,0.0,0.0,0.2389513062494983,0.42118083962361524,1.0934132845193658,2.0769259034488394,0.2389513062494983,-0.23966013595946928,0.0,0.0
1986-02-01,4370.904212134,237.93525197903807,156.413078273991,422.9681028419028,1225.8998873253945,235.04708713920704,29.57568049411009,2.888164839831046,3.825195777277438,0.653233950042217,0.4294207441282517,1.161228200794813,3.365619087937528,0.6453047032786391,0.0811978823384109,0.007929246763577907,0.010501797133851722
1986-03-01,4370.904212134,410.61516749134245,457.864061085376,998.7519213650046,239.54215222620525,330.7227093310484,266.259348837533,79.89245816029404,104.49201577827101,1.127314114140795,1.2570325192146008,2.742000848041606,0.6576455779411938,0.9079751738679631,0.7309957004274984,0.21933894027283182,0.28687523873396903
1986-04-01,4370.904212134,564.4048628755942,1035.7533582544218,1245.9899043001935,36.36148184028248,230.43307599162245,999.5317080600464,333.9717868839718,440.6465074128345,1.549532551114962,2.843585605136117,3.4207747701481632,0.09982780699519316,0.6326372708473109,2.744141695767009,0.9168952802676513,1.2097629763367386
1986-05-01,4370.904212134,1119.3867085368483,1898.1272901477307,1879.2513526643336,143.0505028964285,159.76356750203396,1754.8609003772333,959.6231410348145,1270.663003052655,3.0731948929816477,5.21117058995263,5.159348074791589,0.39273476412310715,0.4386192689151598,4.817843124099378,2.634575624066488,3.4885129704517994
1986-06-01,4370.904212134,1717.5007546292231,2964.8327817669915,2478.816131684547,61.405757630411955,64.05480319923069,2903.0734752227427,1653.4459514299924,2195.018330424597,4.715273557891191,8.13973302879445,6.805409621569314,0.16858504689243303,0.17585780906772325,7.970177339041836,4.539415748823467,6.026263374057131
1986-07-01,4370.904212134,1837.5226226317336,2839.062280213139,2405.015094083217,155.18834228367837,155.33040799762753,2683.731872215511,1682.192214634106,2238.719138223778,5.04478487777595,7.794439253090914,6.602794233943699,0.4260583204350141,0.42644835153262023,7.367990901558294,4.618336526243329,6.146240767323807
1986-08-01,4370.904212134,1567.889046308309,2174.6361095930442,2457.3021583379755,21.063047721537018,21.03982697877509,2153.596282614269,1546.849219329534,2064.1358856547386,4.304525480899031,5.970305467384264,6.746344570580056,0.05782706744219436,0.05776331657975963,5.912542150804504,4.246762164319272,5.666935129599563
1986-09-01,4370.904212134,709.5278025573789,1167.719391442048,1175.708005880023,447.409622666304,442.61415516483726,720.1710101905214,266.9136473925417,353.71524429315065,1.9479570398847992,3.2058887628798454,3.227820923504545,1.2283306179739846,1.215165010304558,1.9771771932899354,0.7327920295802415,0.9710995083659089
1986-10-01,4370.904212134,439.59028945692086,887.3617818515854,902.2005237892864,192.77403502083564,193.77646768890136,694.9868486115782,245.81382176801952,325.0559944797952,1.206863206665333,2.436187311691327,2.4769259997545627,0.5292471095175555,0.5319992155882844,1.9080359071211928,0.6748639910770486,0.8924176198894834
1986-11-01,4139.058477055,148.96626554250037,221.8974411440601,396.2119275618196,408.94246794986367,148.74529960154027,-98.03468578501433,0.220965940960089,0.2907228643467592,0.43188449653939265,0.6433272949608868,1.1487016086143247,1.1856101194516067,0.43124386985914154,-0.2842231478346276,0.0006406266802511361,0.0008428666546995375
1986-12-01,4139.058477055,26.742366050401554,70.76902063531173,239.76993853935537,180.02242408292827,26.742366050401554,-67.8932814613233,0.0,0.0,0.07753173683913486,0.20517425697932612,0.6951434193119836,0.5219228239877881,0.07753173683913486,-0.19683688501921434,0.0,0.0
1987-01-01,4139.058477055,66.94408312414154,114.54002815004559,361.69725444453786,531.826310632855,66.94408312414154,-116.91659594429478,0.0,0.0,0.19408495964552758,0.33207560256034596,1.048636320891675,1.541876193093818,0.19408495964552758,-0.3389657718317117,0.0,0.0
1987-02-01,4139.058477055,94.30985968817171,171.58512452090167,509.53814758573753,516.9701250625616,94.30985968817171,14.064705487727037,0.0,0.0,0.2734240945209584,0.4974613201686011,1.4772581264373377,1.4988049903476404,0.2734240945209584,0.040776535723846874,0.0,0.0
1987-03-01,4139.058477055,284.0243553989245,235.7936779721542,953.146517710219,403.5720445256226,279.5357692505814,56.32780124604011,4.488586148343121,5.892143369094586,0.8234462701314971,0.6836154046509383,2.7633719784168784,1.1700401338019362,0.8104329159885901,0.16330612836217231,0.01301335414290686,0.01708256136536712
1987-04-01,4139.058477055,573.8803761995724,1104.9156931825933,1534.378158900664,101.66181944694644,380.5159851986381,1003.2718146875582,193.36439100093438,252.58556287557346,1.6637997632965937,3.2033826996387544,4.448484603172061,0.2947389702576426,1.1031957745213032,2.908695743969485,0.5606039887752905,0.7322986063882577
1987-05-01,4139.058477055,1189.716796389209,1954.8544567309923,1873.9050939653246,399.87110841332435,514.8484985417549,1553.5820188504895,674.8682978474542,886.9074859341612,3.4492389116542554,5.6675337183114145,5.432844510953521,1.1593103425719322,1.4926539493824509,4.504160627242605,1.9565849622718043,2.571331110736687
1987-06-01,4139.058477055,1686.896122460682,2926.6072006021345,2420.83137144561,123.67478066056658,145.98251989877545,2802.793411712538,1540.9136025619066,2034.7573203352,4.8906662183548555,8.484849054902334,7.018498679926068,0.35855916898829504,0.42323399113503934,8.125886871857194,4.467432227219816,5.899188904766455
1987-07-01,4139.058477055,1095.3809626947918,2464.9257255285884,2146.153200524238,1054.4087621660249,931.8351607375523,1500.272815883224,163.54580195723963,214.91238152875158,3.175739513032938,7.146337475132514,6.222148961909589,3.056952496838127,2.701585877763872,4.349606049395145,0.47415363526906673,0.6230761398133177
1987-08-01,4139.058477055,1340.7210172383977,1875.3378750568809,2185.251736478833,28.15032925971393,88.7943255528666,1847.2393770091344,1251.926691685531,1654.6760182937107,3.88703186873264,5.436998444316382,6.335503830910854,0.08161371794798114,0.25743340243710217,5.355534995939864,3.629598466295538,4.797253368029833
1987-09-01,4139.058477055,1100.8399912924065,893.7997849339027,1590.4554474531328,9.910561835250853,9.616805883876939,884.1829790500259,1091.2231854085294,1443.5152260071743,3.1915663836931434,2.5913133333738863,4.611064442611397,0.028732800631420006,0.027881140420280608,2.5634321929536057,3.1636852432728624,4.185053873510642
1987-10-01,4139.058477055,598.1952260909641,34.598241580460716,1092.9646340622,0.0,0.0,34.598241580460716,598.1952260909641,790.9474187301385,1.7342936208524078,0.10030757025228944,3.1687340687388215,0.0,0.0,0.10030757025228944,1.7342936208524078,2.2931227179749603
1987-11-01,4116.863165621,160.0640800470949,29.317514862369222,380.151195062659,192.87614150992272,149.197876870108,-163.06560108286638,10.866203176986913,14.442719496303301,0.4665612830188405,0.08545588332551796,1.1080801467599397,0.5622032127390234,0.43488803256622943,-0.47531023846871745,0.03167325045261102,0.04209822551376847
1987-12-01,4116.863165621,110.90200920713852,108.33068716875297,282.0799357979256,960.4027242503737,110.6613168191282,-498.7074258068846,0.2406923880103141,0.3209231840137521,0.3232616817578674,0.31576668782212114,0.8222180561749396,2.799420876371548,0.3225601018073256,-1.4536526644018049,0.0007015799505418072,0.0009354399340557428
1988-01-01,4116.863165621,107.5339051347412,92.97278474097239,294.5948372785412,548.0051637248436,105.78370031376343,26.83608058041341,1.7502048209777734,2.3195257337094946,0.3134441951806396,0.27100084992098034,0.8586969994202476,1.597347713573125,0.3083426270675383,0.07822289787384383,0.005101568113101278,0.006761047837817879
1988-02-01,4116.863165621,205.1609210813172,107.10648856884109,608.3434137798505,108.11609649022901,188.475871822148,15.292527897406117,16.6850492591692,21.029722635558418,0.5980113872947831,0.3121983440108381,1.7732240960350292,0.31514119019475484,0.549377127895047,0.04457528156420816,0.04863425939973609,0.06129828985672269
1988-03-01,4116.863165621,470.8943437157526,318.02793183191824,920.3630593926757,141.99540400609288,367.2141507949141,174.77841900657683,103.68019292083852,132.38689754825447,1.372581962834477,0.9270007353784253,2.6827116346593813,0.4138939720664936,1.0703707245694352,0.5094512359782434,0.3022112382650418,0.3858867071039554
1988-04-01,4116.863165621,654.2763561430814,1022.6992527376104,1219.4520859273268,416.46251008061296,495.24894342623304,606.4121248025932,159.02741271684835,206.64645889064343,1.9071113024308304,2.9810053283614835,3.5545084794968096,1.2139218428974698,1.4435717394601184,1.76759469646678,0.46353956297071197,0.6023414932503998
1988-05-01,4116.863165621,927.2560363936873,1624.5347784031492,1619.5480053369956,117.1484262100439,198.73027027882318,1506.4394534544488,728.5257661148642,956.4262334335143,2.7028035640445696,4.735259967742259,4.720724319024671,0.3414689917945025,0.5792670650947306,4.391030917037185,2.1235364989498393,2.787830039396252
1988-06-01,4116.863165621,1303.5159516320634,2337.0677561807825,1994.5195696691128,427.623821363246,446.0233727134694,1909.237896350925,857.492578918594,1127.9221134156835,3.799541250292016,6.81218003755027,5.8137066677121485,1.24645528644499,1.3000870461902463,5.5651241818126245,2.4994542041017693,3.2877131972751714
1988-07-01,4116.863165621,1735.9529041121211,3148.847103813338,2623.7391500266713,0.0,1.4982162531961405,3148.847103813338,1734.454687858925,2283.5494780335985,5.060026046846563,9.178387458029658,7.647781462168364,0.0,0.004367061598862187,9.178387458029658,5.0556589852477005,6.6561827862621445
1988-08-01,4116.863165621,1457.1226468003817,2031.9112728466125,2258.414432511872,48.633712889395625,48.70322890390757,1983.208043942705,1408.4194178964742,1853.9830992575519,4.247280285539201,5.922697523147179,6.582918134480787,0.14175952204248565,0.1419621501456273,5.780735373001551,4.105318135393574,5.404065254555211
1988-09-01,4116.863165621,953.6536786584586,758.1180044710105,1564.0234815285662,41.900430578679085,41.98690832785477,726.4390567229324,911.6667703306038,1200.6478001757407,2.7797484841047124,2.209793157475479,4.558879181380742,0.12213307722806094,0.12238514608445969,2.117454073643045,2.657363338020253,3.4996969834763934
1988-10-01,4116.863165621,538.1980447870043,42.9836545943459,1015.49617975857,0.0,0.0,42.9836545943459,538.1980447870043,708.5780202051222,1.56876152488538,0.125290502594187,2.9600095186220923,0.0,0.0,0.125290502594187,1.56876152488538,2.065391998808116
1988-11-01,4488.786610953,100.50813325537365,146.54428234482444,403.9303373502238,1070.0344330283265,100.50813325537365,-466.5130618838487,0.0,0.0,0.26869123074852985,0.3917609680636044,1.0798383768957107,2.860553265109168,0.26869123074852985,-1.24714254158267,0.0,0.0
1988-12-01,4488.786610953,89.88376167227598,78.60335397743127,355.24628409630327,241.99115996592658,89.88376167227598,-9.975815601340274,0.0,0.0,0.24028879818778393,0.21013256576456393,0.9496899226070774,0.6469218012068974,0.24028879818778393,-0.026668629540994842,0.0,0.0
1989-01-01,4488.786610953,83.74039293575011,128.1990602749077,335.2271475948969,744.4867018845399,83.74039293575011,25.867895162012637,0.0,0.0,0.2238655570699222,0.34271816787750625,0.8961721997038106,1.9902573227284166,0.2238655570699222,0.06915337458606625,0.0,0.0
1989-02-01,4488.786610953,104.36220078778311,109.19677139170648,411.70130983317756,206.24774331548448,104.36220078778311,-1.646749240803222,0.0,0.0,0.2789944183128625,0.2919188124254094,1.100612737068659,0.5513679161639542,0.2789944183128625,-0.004402301245824487,0.0,0.0
1989-03-01,4488.786610953,339.38871891300096,258.27479034668437,791.4494409320488,765.6367069031496,339.38871891300096,-8.21098948090818,0.0,0.0,0.9072974458216354,0.6904532901157916,2.1158041391431226,2.046798228371831,0.9072974458216354,-0.02195067003864084,0.0,0.0
1989-04-01,4488.786610953,740.6109603290407,868.0041013492229,1435.5386747716352,672.5072056812717,724.1590633305743,196.61193690748692,16.45189699846646,21.686917005896532,1.9798961933861339,2.3204598745626885,3.8376660755549548,1.7978325029939275,1.9359148725766595,0.5256082428005947,0.043981320809474464,0.057976247620179715
1989-05-01,4488.786610953,1014.5154085822978,1657.4240716589638,1725.4149292186798,251.07496937840705,583.1406911714361,1406.08597462001,431.3747174108617,567.2440247028165,2.7121326893289126,4.430838572583645,4.6126004520024075,0.6712058054150242,1.5589264762513575,3.758929340563565,1.153206213077555,1.5164294688957471
1989-06-01,4488.786610953,1514.4580579925678,2796.2362670239563,2409.6787987939756,53.33069792272782,127.48051130343258,2742.76173407415,1386.9775466891351,1830.088371644701,4.048643491220105,7.475257371872164,6.441862376565192,0.14257046069224133,0.34079725062190275,7.3323023929404645,3.707846240598202,4.892426921375514
1989-07-01,4488.786610953,1836.3527158224072,3108.358458015905,2592.7557554287723,39.3002299062065,45.537290056498534,3068.625955052731,1790.8154257659087,2364.3633649074973,4.90917356955635,8.309662438658842,6.931287174406304,0.10506241435574803,0.12173612337565942,8.203444416533513,4.78743744618069,6.320719347553553
1989-08-01,4488.786610953,1407.4920814769616,1991.0534400672807,2049.1610551596814,339.0356622498838,339.1873955949263,1651.8660444723546,1068.3046858820353,1410.2571664387674,3.7626883257294557,5.3227393840703865,5.478080112321393,0.9063536094746216,0.906759242510522,4.415980141559865,2.8559290832189332,3.770080305437448
